park,parkLabel,instanceType,instanceTypeLabel
http://www.wikidata.org/entity/Q3895620,Чжанцзяцзе,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q3895703,Bu Gia Map National Park,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q3895739,Matese National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4098508,Национальный парк Буйратау,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q4099294,Национальный парк Бурабай,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4099294,Национальный парк Бурабай,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q4133141,Сэйбл-Айленд (национальный парк),http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q4181072,Жонгар-Алатауский национальный парк,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4181072,Жонгар-Алатауский национальный парк,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q4199195,Иле-Алатауский национальный парк,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q4213565,Государственный природный парк «Кара-Буура»,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4217451,Катон-Карагайский национальный парк,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4217451,Катон-Карагайский национальный парк,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q4227524,Национальный парк Кокшетау,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q4228940,Национальный парк Кольсайские озёра,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q4293399,Мили-Маунтинс (национальный парк),http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q4313531,Нарынский государственный заповедник,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q4351857,Parsa National Park,http://www.wikidata.org/entity/Q20268591,wildlife reserve
http://www.wikidata.org/entity/Q4405258,Сайрам-Угамский национальный парк,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4405258,Сайрам-Угамский национальный парк,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q4420168,Синевир (национальный парк),http://www.wikidata.org/entity/Q1296040,национальный природный парк
http://www.wikidata.org/entity/Q4420168,Синевир (национальный парк),http://www.wikidata.org/entity/Q106248118,Carpathian protected areas in Ukraine
http://www.wikidata.org/entity/Q4499886,Хорго-Тэрхийн-Цагаан-Нуур,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4507523,Чарынский национальный парк,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4507523,Чарынский национальный парк,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q4507765,Угам-Чаткальский национальный парк,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4551358,Национальный парк Вулкан Тенорио,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4742194,Antisana National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4845618,Yacambú National Park,http://www.wikidata.org/entity/Q22698,парк
http://www.wikidata.org/entity/Q4845626,Aguaro-Guariquito National Park,http://www.wikidata.org/entity/Q2065736,культурная ценность
http://www.wikidata.org/entity/Q4988996,Prespa National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q4988996,Prespa National Park,http://www.wikidata.org/entity/Q7251263,protected areas of Albania
http://www.wikidata.org/entity/Q5021388,Calipuy National Reserve,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q5033548,Кантаньес (национальный парк),http://www.wikidata.org/entity/Q63352690,hunting reserve
http://www.wikidata.org/entity/Q5118629,Чьюлу,http://www.wikidata.org/entity/Q20626607,protected area of Kenya
http://www.wikidata.org/entity/Q5193022,Khao Phanom Bencha National Park,http://www.wikidata.org/entity/Q95080679,national park of Thailand
http://www.wikidata.org/entity/Q5252276,Dehing Patkai National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q5252276,Dehing Patkai National Park,http://www.wikidata.org/entity/Q1377575,wildlife refuge
http://www.wikidata.org/entity/Q5309628,Dryandra Woodland National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q5472116,Fort Stevens,http://www.wikidata.org/entity/Q1785071,форт
http://www.wikidata.org/entity/Q5624093,Gyeryongsan National Park,http://www.wikidata.org/entity/Q22698,парк
http://www.wikidata.org/entity/Q5642786,Hallasan National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q5709313,Q5709313,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5710639,Q5710639,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5711198,Q5711198,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5723228,Q5723228,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5723844,Ansenuza national park,http://www.wikidata.org/entity/Q6974775,национальный парк Аргентины
http://www.wikidata.org/entity/Q5727821,Q5727821,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5775353,Q5775353,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5867548,Национальный парк Баму,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5905836,Национальный морской парк Нехилу,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5907119,Q5907119,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5933828,Q5933828,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5940996,Urmia Lake National Park,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q5940996,Urmia Lake National Park,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q5952148,Tang-e Sayad National Park,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q15124864,Pinnacles National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q15252301,Mayon Volcano Natural Park,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q15891821,парк Сишань,http://www.wikidata.org/entity/Q22698,парк
http://www.wikidata.org/entity/Q15891821,парк Сишань,http://www.wikidata.org/entity/Q1197552,городской лес
http://www.wikidata.org/entity/Q16047743,Dez National park,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q16132183,Eilat's Coral Beach,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q16616247,Parque Nacional Submarino La Caleta,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q16616389,San Miguel national park,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q17019710,Siniaka-Minia National Park,http://www.wikidata.org/entity/Q20268453,faunal reserve
http://www.wikidata.org/entity/Q17413589,Mudeungsan National Park,http://www.wikidata.org/entity/Q22698,парк
http://www.wikidata.org/entity/Q17626186,El Impenetrable National Park,http://www.wikidata.org/entity/Q6974775,национальный парк Аргентины
http://www.wikidata.org/entity/Q17745939,Готска-Сандён,http://www.wikidata.org/entity/Q23442,остров
http://www.wikidata.org/entity/Q17749860,Médanos del Chaco National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q18167998,Национальный парк Куасуиттук,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q18191602,Парк Яркон,http://www.wikidata.org/entity/Q22698,парк
http://www.wikidata.org/entity/Q18353304,Toorale National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q18378371,Murrumbidgee Valley National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q19460644,Bras d'Eau National Park,http://www.wikidata.org/entity/Q486972,населённый пункт
http://www.wikidata.org/entity/Q19589768,Malkumba-Coongie Lakes National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q19862465,Mount Dajo National Park,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q19909159,Национальный парк «Шантарские острова»,http://www.wikidata.org/entity/Q1959314,особо охраняемая природная территория России
http://www.wikidata.org/entity/Q19909159,Национальный парк «Шантарские острова»,http://www.wikidata.org/entity/Q1969226,национальный парк
http://www.wikidata.org/entity/Q20022191,Salar del Huasco National Park,http://www.wikidata.org/entity/Q15324,водный объект
http://www.wikidata.org/entity/Q20022191,Salar del Huasco National Park,http://www.wikidata.org/entity/Q194502,бессточная область
http://www.wikidata.org/entity/Q20022191,Salar del Huasco National Park,http://www.wikidata.org/entity/Q935277,высохшее озеро
http://www.wikidata.org/entity/Q20022191,Salar del Huasco National Park,http://www.wikidata.org/entity/Q19683138,Рамсарское угодье
http://www.wikidata.org/entity/Q20031360,Mounts Banahaw–San Cristobal Protected Landscape,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q20452389,Tanjung Piai National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q20747351,Mount Arayat National Park,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q21074636,Asir National Park,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q21283530,Chelmos-Vouraikos National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q21283530,Chelmos-Vouraikos National Park,http://www.wikidata.org/entity/Q1324355,геопарк
http://www.wikidata.org/entity/Q21538562,Possession Island National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21924174,Wellington National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21930177,Hilliger National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21930359,Kent Group National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21930646,Kinrara National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21930913,Kalyarr National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21931317,Korung National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21933821,Midgegooroo National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21937293,Wiltshire-Butler National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21968217,Iytwelepenty / Davenport Ranges National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21968308,Capertee National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q21971995,Malabar Headland National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q22669854,Национальный парк Бикин,http://www.wikidata.org/entity/Q1959314,особо охраняемая природная территория России
http://www.wikidata.org/entity/Q22678655,Динар,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q22949004,Wadi Turabah Nature Reserve,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q23988114,Кальдера-де-Табурьенте,http://www.wikidata.org/entity/Q327333,орган публичной власти
http://www.wikidata.org/entity/Q23988114,Кальдера-де-Табурьенте,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q23988114,Кальдера-де-Табурьенте,http://www.wikidata.org/entity/Q1316973,национальный парк Испании
http://www.wikidata.org/entity/Q25340864,Mae Wang National Park,http://www.wikidata.org/entity/Q95080679,national park of Thailand
http://www.wikidata.org/entity/Q25386203,Murujuga National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q25389795,Marsabit National Reserve,http://www.wikidata.org/entity/Q171441,анклав
http://www.wikidata.org/entity/Q25578781,Государственный природный парк «Кара-Шоро»,http://www.wikidata.org/entity/Q22698,парк
http://www.wikidata.org/entity/Q26046204,Sounio National Park,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q26736078,Pantelleria National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q26764589,Ашкелон,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q26764589,Ашкелон,http://www.wikidata.org/entity/Q755017,тепе
http://www.wikidata.org/entity/Q26769130,Arbel National Park and Nature Reserve,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q26769130,Arbel National Park and Nature Reserve,http://www.wikidata.org/entity/Q1814183,Список национальных парков Израиля
http://www.wikidata.org/entity/Q27576370,Nosy Hara National Park,http://www.wikidata.org/entity/Q22698,парк
http://www.wikidata.org/entity/Q27576370,Nosy Hara National Park,http://www.wikidata.org/entity/Q570116,достопримечательность
http://www.wikidata.org/entity/Q27576370,Nosy Hara National Park,http://www.wikidata.org/entity/Q1367500,охраняемая морская зона
http://www.wikidata.org/entity/Q27576370,Nosy Hara National Park,http://www.wikidata.org/entity/Q2870166,водные горки
http://www.wikidata.org/entity/Q27803916,Parque Nacional Maderas del Carmen,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q27803916,Parque Nacional Maderas del Carmen,http://www.wikidata.org/entity/Q56809587,National Park of Mexico
http://www.wikidata.org/entity/Q28712662,Q28712662,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q29638711,Q29638711,http://www.wikidata.org/entity/Q8502,гора
http://www.wikidata.org/entity/Q29915032,Manglot National Park,http://www.wikidata.org/entity/Q1377575,wildlife refuge
http://www.wikidata.org/entity/Q31068113,Q31068113,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q32225934,Blå Jungfrun national park,http://www.wikidata.org/entity/Q23442,остров
http://www.wikidata.org/entity/Q32225934,Blå Jungfrun national park,http://www.wikidata.org/entity/Q1191622,Специальная область сохранения
http://www.wikidata.org/entity/Q36851999,Wandoo National Park,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q36851999,Wandoo National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q38223622,Dalgarup National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080053,Blackwood River National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080054,Boorara-Gardner National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080056,Wooditjup National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080062,Boyndaminup National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080064,Dirk Hartog Island National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080069,Yelverton National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080076,Helena National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080079,Lawley River National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080092,Lake Muir National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080097,Milyeannup National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080105,Whicher National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080106,Forest Grove National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080107,Easter National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080109,Jane National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080114,Greater Dordagup National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080119,Greater Hawke National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080120,Greater Kingston National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080125,Arakoon National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q39080133,Bendick Murrell National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q41272935,Traslasierra National Park,http://www.wikidata.org/entity/Q6974775,национальный парк Аргентины
http://www.wikidata.org/entity/Q55659551,Национальный парк Тарбагатай,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q55659551,Национальный парк Тарбагатай,http://www.wikidata.org/entity/Q112128334,особо охраняемая природная территория республиканского значения Казахстана
http://www.wikidata.org/entity/Q56347577,Boé National Park,http://www.wikidata.org/entity/Q63352690,hunting reserve
http://www.wikidata.org/entity/Q56361064,Karkheh National Park,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q56361537,Q56361537,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q1392095,Southern Moreton Bay Islands National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1392554,Мамили,http://www.wikidata.org/entity/Q1752719,Список национальных парков Намибии
http://www.wikidata.org/entity/Q1393302,Fairlies Knob National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1394145,Wietalaba National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1394640,Family Islands National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1395739,Кемери,http://www.wikidata.org/entity/Q11876497,national park
http://www.wikidata.org/entity/Q1395739,Кемери,http://www.wikidata.org/entity/Q15069452,охраняемая территория проекта Natura 2000
http://www.wikidata.org/entity/Q1400468,Kurrimine Beach National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1404704,Крепость Нимрод,http://www.wikidata.org/entity/Q23413,замок
http://www.wikidata.org/entity/Q1404704,Крепость Нимрод,http://www.wikidata.org/entity/Q57831,крепость
http://www.wikidata.org/entity/Q1404704,Крепость Нимрод,http://www.wikidata.org/entity/Q7265965,qalat
http://www.wikidata.org/entity/Q1410343,Orpheus Island National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1416459,Great Basalt Wall National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1416801,Ravensbourne National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1418472,Finucane Island National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1421202,Каттьен,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q1421348,Фицджералд-Ривер,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1421348,Фицджералд-Ривер,http://www.wikidata.org/entity/Q38048753,natural cultural heritage site
http://www.wikidata.org/entity/Q1421379,Fitzroy Island National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1421884,Уайт-Маунтинс (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1422693,Терра-Нова,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q1424489,Venman Bushland National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1425154,Gennargentu National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1425191,Sibillini Mountains National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1428780,Флиндерс-Чейс,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1435301,Beninbi National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1437167,Forest Den National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1437338,Форийон (национальный парк),http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q1437363,Форланде (национальный парк),http://www.wikidata.org/entity/Q1402592,группа островов
http://www.wikidata.org/entity/Q1438999,"Абруццо, Лацио и Молизе",http://www.wikidata.org/entity/Q288142,European Diploma of Protected Areas
http://www.wikidata.org/entity/Q1438999,"Абруццо, Лацио и Молизе",http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1443963,Saltwater National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1445146,Франклин — Гордон-Уайлд-Риверс,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1459634,Watarrka National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1465468,Нараунтапу,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1466687,Гезер,http://www.wikidata.org/entity/Q486972,населённый пункт
http://www.wikidata.org/entity/Q1466687,Гезер,http://www.wikidata.org/entity/Q755017,тепе
http://www.wikidata.org/entity/Q1466687,Гезер,http://www.wikidata.org/entity/Q839954,археологический памятник
http://www.wikidata.org/entity/Q1466687,Гезер,http://www.wikidata.org/entity/Q1814183,Список национальных парков Израиля
http://www.wikidata.org/entity/Q1470066,Айгуес-Тортес-Сан-Маурисио,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1470066,Айгуес-Тортес-Сан-Маурисио,http://www.wikidata.org/entity/Q1316973,национальный парк Испании
http://www.wikidata.org/entity/Q1470066,Айгуес-Тортес-Сан-Маурисио,http://www.wikidata.org/entity/Q15069452,охраняемая территория проекта Natura 2000
http://www.wikidata.org/entity/Q1470167,Welford National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1473112,Янкари (парк),http://www.wikidata.org/entity/Q570116,достопримечательность
http://www.wikidata.org/entity/Q1473112,Янкари (парк),http://www.wikidata.org/entity/Q1714375,охотничий заповедник
http://www.wikidata.org/entity/Q1473112,Янкари (парк),http://www.wikidata.org/entity/Q11286412,Excuse
http://www.wikidata.org/entity/Q1473702,Пенеда-Жереш,http://www.wikidata.org/entity/Q210272,культурное наследие
http://www.wikidata.org/entity/Q1473702,Пенеда-Жереш,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1474238,Фанди (национальный парк),http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q1474238,Фанди (национальный парк),http://www.wikidata.org/entity/Q3457162,парк тёмного неба
http://www.wikidata.org/entity/Q1474363,Пенджари,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q1474721,Итатиая,http://www.wikidata.org/entity/Q33506,музей
http://www.wikidata.org/entity/Q1474721,Итатиая,http://www.wikidata.org/entity/Q167946,Список национальных парков Бразилии
http://www.wikidata.org/entity/Q1476111,Goomboorian National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1476533,Mares Forest National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1477179,Russell River National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1480521,Timanfaya National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1480521,Timanfaya National Park,http://www.wikidata.org/entity/Q1316973,национальный парк Испании
http://www.wikidata.org/entity/Q1481393,Wooroonooran National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1486032,Gatton National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1487859,Gaagal Wanggaan (South Beach) National Park,http://www.wikidata.org/entity/Q179049,заповедник
http://www.wikidata.org/entity/Q1487859,Gaagal Wanggaan (South Beach) National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1489775,Gulaga National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1495137,Гашака-Гумти,http://www.wikidata.org/entity/Q210272,культурное наследие
http://www.wikidata.org/entity/Q1496499,Gawler Ranges National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1498369,Geham National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1507799,Словацкий Рай,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1511987,Kinchega National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1517343,Mount Roe National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q1517688,Иотапата,http://www.wikidata.org/entity/Q839954,археологический памятник
http://www.wikidata.org/entity/Q1517688,Иотапата,http://www.wikidata.org/entity/Q22674925,бывший населённый пункт
http://www.wikidata.org/entity/Q1518527,Национальный парк Кевир,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q1518527,Национальный парк Кевир,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q1519747,Национальный парк Сахама,http://www.wikidata.org/entity/Q96592721,protected area of Bolivia
http://www.wikidata.org/entity/Q1520216,Tablas de Daimiel National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q1520216,Tablas de Daimiel National Park,http://www.wikidata.org/entity/Q1316973,национальный парк Испании
http://www.wikidata.org/entity/Q1522939,Гибралтар-Рейндж,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
